fecha;ccl;mep;informal
26/08/2019;55.56;0;54.5
27/08/2019;55.94;0;56.0
28/08/2019;57.15;0;59.5
29/08/2019;60.87;0;57.75
30/08/2019;59.68;0;60.0
02/09/2019;65.22;0;59.5
03/09/2019;61.87;0;57.0
04/09/2019;62.06;0;54.0
05/09/2019;61.8;0;54.0
06/09/2019;61.96;0;55.0
09/09/2019;64.74;0;55.0
10/09/2019;64.06;0;54.5
11/09/2019;66.24;0;55.0
12/09/2019;67.62;0;55.0
13/09/2019;68.78;0;57.5
16/09/2019;71.23;0;58.5
17/09/2019;69.03;0;59.0
18/09/2019;68.65;0;59.75
19/09/2019;69.4;0;60.0
20/09/2019;68.87;0;58.75
23/09/2019;68.29;0;59.25
24/09/2019;67.45;0;58.75
25/09/2019;65.93;0;58.75
26/09/2019;63.76;0;59.0
27/09/2019;64.09;0;58.5
30/09/2019;62.58;0;58.25
01/10/2019;63.31;0;57.75
02/10/2019;66.08;0;58.5
03/10/2019;67.91;0;58.0
04/10/2019;65.71;0;58.25
07/10/2019;66.97;0;58.25
08/10/2019;64.68;0;57.5
09/10/2019;67.34;0;59.75
10/10/2019;68.16;0;61.0
11/10/2019;68.23;0;61.5
15/10/2019;68.45;0;61.5
16/10/2019;68.65;0;62.5
17/10/2019;69.31;0;64.5
18/10/2019;73.83;0;62.25
21/10/2019;73.83;0;63.25
22/10/2019;75.17;0;64.25
23/10/2019;79.59;0;66.75
24/10/2019;77.38;0;66.75
25/10/2019;79.62;0;72.75
28/10/2019;81.08;0;71.0
29/10/2019;81.53;0;64.0
30/10/2019;75.7;0;64.0
31/10/2019;78.54;0;66.0
01/11/2019;79.97;0;64.5
04/11/2019;80;0;62.5
05/11/2019;79.03;0;61.5
06/11/2019;78.79;0;62.0
07/11/2019;78.49;0;61.0
08/11/2019;78.22;0;62.25
11/11/2019;78.2;0;61.5
12/11/2019;77.12;0;62.5
13/11/2019;78.11;0;63.75
14/11/2019;75.97;0;63.75
15/11/2019;76.77;0;63.75
19/11/2019;75.67;0;63.5
20/11/2019;75.84;0;63.75
21/11/2019;75.34;0;63.75
22/11/2019;75.02;0;65.5
25/11/2019;75.02;0;65.0
26/11/2019;74.82;0;65.25
27/11/2019;72.27;0;66.25
28/11/2019;72.84;0;66.75
29/11/2019;73.49;0;66.25
02/12/2019;74.33;0;64.25
03/12/2019;75.01;0;64.5
04/12/2019;74.64;0;65.0
05/12/2019;76.39;0;66.0
06/12/2019;79.13;0;68.0
09/12/2019;78.88;0;66.0
10/12/2019;76.6;0;65.5
11/12/2019;74.19;0;64.5
12/12/2019;75.96;0;62.5
13/12/2019;73.18;0;61.75
16/12/2019;74.07;0;68.5
17/12/2019;76.03;0;69.0
18/12/2019;74.18;0;72.0
19/12/2019;72.87;0;72.75
20/12/2019;72.63;0;70.0
23/12/2019;72.82;0;71.75
26/12/2019;73.43;0;75.0
27/12/2019;72.94;0;73.5
30/12/2019;73.55;0;73.5
02/01/2020;74.41;0;72.0
03/01/2020;75.06;0;72.0
06/01/2020;78;0;72.25
07/01/2020;77.87;0;71.25
08/01/2020;77.54;0;71.5
09/01/2020;78.27;0;71.5
10/01/2020;77.86;0;71.5
13/01/2020;79.61;0;71.5
14/01/2020;80.9;0;73.5
15/01/2020;81.09;0;74.0
16/01/2020;80.84;0;73.75
17/01/2020;81.81;0;73.75
20/01/2020;80.44;0;74.0
21/01/2020;81.05;0;73.5
22/01/2020;81.66;0;73.75
23/01/2020;81.64;0;73.75
24/01/2020;84;0;74.5
27/01/2020;83.29;0;74.0
28/01/2020;83.54;0;74.25
29/01/2020;84.63;0;74.25
30/01/2020;84.11;0;74.0
31/01/2020;84.88;0;74.0
03/02/2020;85.41;0;74.0
04/02/2020;84.45;0;74.0
05/02/2020;84.82;0;74.0
06/02/2020;84.83;0;73.5
07/02/2020;84.24;0;73.5
10/02/2020;84.62;0;73.0
11/02/2020;84.03;0;73.5
12/02/2020;83.74;0;74.25
13/02/2020;82.47;0;74.9
14/02/2020;83.45;0;73.9
17/02/2020;83.23;0;74.0
18/02/2020;82.92;0;74.7
19/02/2020;81.5;0;74.9
20/02/2020;81.74;0;74.8
21/02/2020;81.36;0;74.8
26/02/2020;80.57;0;74.7
27/02/2020;80.68;0;74.5
28/02/2020;80.56;0;74.5
02/03/2020;82.03;0;74.5
03/03/2020;82.48;0;74.5
04/03/2020;82.01;0;74.5
05/03/2020;81.55;0;74.5
06/03/2020;81.95;0;74.5
09/03/2020;83.22;0;75.5
10/03/2020;86.49;0;75.75
11/03/2020;84.85;0;76.0
12/03/2020;87.1;0;79.0
13/03/2020;89.04;0;79.75
16/03/2020;89.15;0;81.0
17/03/2020;89.31;0;82.5
18/03/2020;88.19;0;84.25
19/03/2020;89.53;0;81.5
20/03/2020;91.6;91.4;80.5
21/03/2020;91.6;91.4;0
22/03/2020;91.6;91.4;0
23/03/2020;91.6;91.4;0
24/03/2020;91.6;91.4;0
25/03/2020;87.99;86.79;79.5
26/03/2020;84.36;83.2;79.5
27/03/2020;86.49;85.42;78.5
28/03/2020;86.49;85.42;0
29/03/2020;86.49;85.42;0
30/03/2020;86.92;85.96;78.5
31/03/2020;86.92;85.96;0
01/04/2020;87.92;87.88;79.5
02/04/2020;88.81;87.78;78.5
03/04/2020;89.09;88.42;78.5
04/04/2020;89.09;88.42;0
05/04/2020;89.09;88.42;0
06/04/2020;90.78;89.57;80.0
07/04/2020;90.44;90.44;80.0
08/04/2020;94.69;94.27;80.0
09/04/2020;94.69;94.27;0
10/04/2020;94.69;94.27;0
11/04/2020;94.69;94.27;0
12/04/2020;94.69;94.27;0
13/04/2020;102.21;101.09;84.25
14/04/2020;107.42;106.26;85.0
15/04/2020;108.79;108.32;90.0
16/04/2020;102.1;103.37;95.0
17/04/2020;102.64;99.84;96.0
18/04/2020;102.64;99.84;0
19/04/2020;102.64;99.84;0
20/04/2020;105.27;104.23;96.0
21/04/2020;109.56;108.43;98.0
22/04/2020;111.11;109.18;100.0
23/04/2020;111.57;110.05;110.0
24/04/2020;112.02;108.35;107.0
25/04/2020;112.02;108.35;0
26/04/2020;112.02;108.35;0
27/04/2020;115.09;112.92;108.0
28/04/2020;119.64;116.95;110.0
29/04/2020;109.76;108.87;111.0
30/04/2020;114.65;112.31;108.0
01/05/2020;114.65;112.31;0
02/05/2020;114.65;112.31;0
03/05/2020;114.65;112.31;0
04/05/2020;112.56;110.19;110.0
05/05/2020;119.91;117.08;110.0
06/05/2020;118.43;115.88;112.0
07/05/2020;117.81;115.77;112.0
08/05/2020;115.35;112.98;112.0
09/05/2020;115.35;112.98;0
10/05/2020;115.35;112.98;0
11/05/2020;118.53;115.98;114.5
12/05/2020;121.96;119.31;117.0
13/05/2020;125.76;122.77;123.0
14/05/2020;122.83;119.36;128.0
15/05/2020;121.32;117.95;128.0
16/05/2020;121.32;117.95;0
17/05/2020;121.32;117.95;0
18/05/2020;118.78;115.54;118.0
19/05/2020;118.38;114.22;114.0
20/05/2020;119.51;114.84;114.0
21/05/2020;117.42;114.37;115.0
22/05/2020;113.92;109.53;116.0
23/05/2020;113.92;109.53;0
24/05/2020;113.92;109.53;0
25/05/2020;113.92;109.53;0
26/05/2020;110.64;106.32;119.0
27/05/2020;109.84;105.56;117.0
28/05/2020;112.69;109.41;114.0
29/05/2020;113.42;107.71;115.0
30/05/2020;113.42;107.71;0
31/05/2020;113.42;107.71;0
01/06/2020;114.08;108.77;118.0
02/06/2020;114.05;106.39;114.0
03/06/2020;114.71;107.91;113.0
04/06/2020;114.41;108.27;113.0
05/06/2020;115.34;109.86;115.0
06/06/2020;115.34;109.86;0
07/06/2020;115.34;109.86;0
08/06/2020;116.37;110;115.0
09/06/2020;116.08;108.73;114.0
10/06/2020;114.4;108.07;114.0
11/06/2020;112.27;107.49;113.0
12/06/2020;109.27;106.59;116.0
13/06/2020;109.27;106.59;0
14/06/2020;109.27;106.59;0
15/06/2020;109.27;106.59;0
16/06/2020;109.12;105.31;115.0
17/06/2020;107.68;104.96;114.0
18/06/2020;109.81;107.1;117.0
19/06/2020;110;109.53;118.0
20/06/2020;110;109.53;0
21/06/2020;110;109.53;0
22/06/2020;105.49;108.12;117.0
23/06/2020;108.58;107.67;117.0
24/06/2020;108.03;107.3;118.0
25/06/2020;106.1;104.21;118.0
26/06/2020;105.7;102.47;119.0
27/06/2020;105.7;102.47;0
28/06/2020;105.7;102.47;0
29/06/2020;104.07;100.39;119.0
30/06/2020;104.14;100.53;116.0
01/07/2020;108.1;105.5;118.0
02/07/2020;109.73;107.24;119.0
03/07/2020;108.55;105.79;117.0
04/07/2020;108.55;105.79;0
05/07/2020;108.55;105.79;0
06/07/2020;108.11;106.7;117.0
07/07/2020;109.48;108.58;117.0
08/07/2020;109.12;108.98;117.0
09/07/2020;109.12;108.98;0
10/07/2020;109.12;108.98;117.0
11/07/2020;109.12;108.98;0
12/07/2020;109.12;108.98;0
13/07/2020;111.73;109.73;117.0
14/07/2020;113.06;110.97;117.0
15/07/2020;113.37;112.02;117.0
16/07/2020;113.62;112;120.0
17/07/2020;117.86;115.39;125.0
18/07/2020;117.86;115.39;0
19/07/2020;117.86;115.39;0
20/07/2020;119.2;117.57;125.0
21/07/2020;118.89;116.07;127.0
22/07/2020;116.91;114.45;128.0
23/07/2020;114.39;111.78;131.0
24/07/2020;117.48;114.57;134.0
25/07/2020;117.48;114.57;0
26/07/2020;117.48;114.57;0
27/07/2020;117.98;115.67;131.0
28/07/2020;118.48;115.89;130.0
29/07/2020;118.26;116.72;130.0
30/07/2020;121.41;119.54;131.0
31/07/2020;124.1;122.21;131.0
01/08/2020;124.1;122.21;0
02/08/2020;124.1;122.21;0
03/08/2020;122;122;131.0
04/08/2020;119.18;116.28;123.0
05/08/2020;119.46;117.17;124.0
06/08/2020;123.53;121.68;125.0
07/08/2020;126.56;124.65;127.0
08/08/2020;126.56;124.65;0
09/08/2020;126.56;124.65;0
10/08/2020;128.35;125.84;126.0
11/08/2020;127.77;124.53;126.0
12/08/2020;130.05;125.73;127.0
13/08/2020;130.22;125.3;128.0
14/08/2020;126.8;124.22;127.0
15/08/2020;126.8;124.22;0
16/08/2020;126.8;124.22;0
17/08/2020;126.8;124.22;127.0
18/08/2020;129.06;125.69;127.0
19/08/2020;131.4;127.61;129.0
20/08/2020;132.94;129.42;131.0
21/08/2020;135;129.52;134.0
22/08/2020;135;129.52;0
23/08/2020;135;129.52;0
24/08/2020;132.95;130.33;133.0
25/08/2020;130.54;127.69;133.0
26/08/2020;128.42;125.16;133.0
27/08/2020;125.57;122.29;134.0
28/08/2020;125.84;121.73;132.0
29/08/2020;125.84;121.73;0
30/08/2020;125.84;121.73;0
31/08/2020;125.79;121.57;131.0
01/09/2020;130.78;117.64;129.0
02/09/2020;129.51;119.72;129.0
03/09/2020;123.81;119.51;130.0
04/09/2020;128.49;120;128.0
05/09/2020;128.49;120;0
06/09/2020;128.49;120;0
07/09/2020;125.88;117.84;127.0
08/09/2020;119.32;116.41;127.0
09/09/2020;120.22;119.67;127.0
10/09/2020;120.91;123.41;127.0
11/09/2020;126.36;125.17;127.0
12/09/2020;126.36;125.17;0
13/09/2020;126.36;125.17;0
14/09/2020;130.3;123.21;128.0
15/09/2020;128.29;122.06;127.0
16/09/2020;131.9;127.61;135.0
17/09/2020;132.4;126.33;135.0
18/09/2020;137.3;129.72;134.0
19/09/2020;137.3;129.72;0
20/09/2020;137.3;129.72;0
21/09/2020;139.84;130.98;135.0
22/09/2020;147.52;134.39;138.0
23/09/2020;148.65;134.69;139.0
24/09/2020;140.98;130.87;141.0
25/09/2020;143.54;135.29;139.0
26/09/2020;143.54;135.29;0
27/09/2020;143.54;135.29;0
28/09/2020;143.37;137.31;139.0
29/09/2020;148.5;138.8;140.0
30/09/2020;145.65;138.79;140.0
01/10/2020;145.89;139.04;141.0
02/10/2020;145.75;138.15;144.0
03/10/2020;145.75;138.15;0
04/10/2020;145.75;138.15;0
05/10/2020;149.55;140.79;144.0
06/10/2020;152.51;140.16;146.0
07/10/2020;150.39;138.97;149.0
08/10/2020;153.28;140.94;152.0
09/10/2020;154.95;143.42;161.0
10/10/2020;154.95;143.42;0
11/10/2020;154.95;143.42;0
12/10/2020;154.95;143.42;0
13/10/2020;156.27;144.95;160.0
14/10/2020;163.77;150.28;161.0
15/10/2020;168.6;154.97;165.0
16/10/2020;165.31;152.07;172.0
17/10/2020;165.31;152.07;0
18/10/2020;165.31;152.07;0
19/10/2020;165.01;153.4;175.0
20/10/2020;171.85;160.92;174.0
21/10/2020;174.8;162.66;177.0
22/10/2020;181.06;163.09;184.0
23/10/2020;168.83;155.17;189.0
24/10/2020;168.83;155.17;0
25/10/2020;168.83;155.17;0
26/10/2020;165.11;157.21;184.0
27/10/2020;162.6;152.98;175.0
28/10/2020;152.3;144.85;172.0
29/10/2020;151.22;144.04;169.0
30/10/2020;147.7;143.23;163.0
31/10/2020;147.7;143.23;0
01/11/2020;147.7;143.23;0
02/11/2020;145.41;139.23;162.0
03/11/2020;145.41;140.18;159.0
04/11/2020;145.39;139.75;155.0
05/11/2020;146.87;141.88;151.0
06/11/2020;146.99;141.58;151.0
07/11/2020;146.99;141.58;0
08/11/2020;146.99;141.58;0
09/11/2020;147.36;141.98;145.0
10/11/2020;146.39;141.43;143.0
11/11/2020;149.58;145.54;156.0
12/11/2020;145.67;141.5;161.0
13/11/2020;146.55;141.23;166.0
14/11/2020;146.55;141.23;0
15/11/2020;146.55;141.23;0
16/11/2020;147.44;142.82;156.0
17/11/2020;148.27;144.1;157.0
18/11/2020;149.1;145.95;158.0
19/11/2020;149.87;146.53;157.0
20/11/2020;149.86;147.17;155.0
21/11/2020;149.86;147.17;0
22/11/2020;149.86;147.17;0
23/11/2020;149.86;147.17;0
24/11/2020;150.99;147.88;154.0
25/11/2020;150.52;146.68;152.0
26/11/2020;149.27;146.59;151.0
27/11/2020;148.92;145.45;150.0
28/11/2020;148.92;145.45;0
29/11/2020;148.92;145.45;0
30/11/2020;148.04;144.55;149.0
01/12/2020;148.48;144.7;147.0
02/12/2020;148.27;144.36;147.0
03/12/2020;144.18;139.74;145.0
04/12/2020;144.9;142.05;144.0
05/12/2020;144.9;142.05;0
06/12/2020;144.9;142.05;0
07/12/2020;144.9;142.05;0
08/12/2020;144.9;142.05;0
09/12/2020;142.82;139.49;143.0
10/12/2020;141.86;138.22;140.0
11/12/2020;141.86;138.22;142.0
12/12/2020;141.86;138.22;0
13/12/2020;141.86;138.22;0
14/12/2020;142.88;140.29;145.0
15/12/2020;143.72;141.82;145.0
16/12/2020;142.7;141.26;144.0
17/12/2020;142.65;140.79;143.0
18/12/2020;142.03;140.73;144.0
19/12/2020;142.03;140.73;0
20/12/2020;142.03;140.73;0
21/12/2020;139.8;138.81;144.0
22/12/2020;140.77;140.04;145.0
23/12/2020;140.45;140.35;153.0
24/12/2020;140.45;140.35;0
25/12/2020;140.45;140.35;0
26/12/2020;140.45;140.35;0
27/12/2020;140.45;140.35;0
28/12/2020;140.34;140;158.0
29/12/2020;140.32;140.04;159.0
30/12/2020;140.26;139.99;160.0
31/12/2020;140.26;139.99;0
01/01/2021;140.26;139.99;0
02/01/2021;140.26;139.99;0
03/01/2021;140.26;139.99;0
04/01/2021;142.32;142.32;159.0
05/01/2021;143.91;143.55;154.0
06/01/2021;144.57;144.39;154.0
07/01/2021;145.29;145.84;156.0
08/01/2021;145.25;145.06;155.0
09/01/2021;145.25;145.06;0
10/01/2021;145.25;145.06;0
11/01/2021;145.95;145.8;153.0
12/01/2021;145.13;144.98;153.0
13/01/2021;144.83;144.72;154.0
14/01/2021;145.8;145.42;153.0
15/01/2021;146.29;145.39;153.0
16/01/2021;146.29;145.39;0
17/01/2021;146.29;145.39;0
18/01/2021;147.3;145.36;0
19/01/2021;147.88;145.48;152.0
20/01/2021;148.16;145.72;151.0
21/01/2021;148.88;145.96;151.0
22/01/2021;148.8;145.88;151.0
23/01/2021;148.8;145.88;0
24/01/2021;148.8;145.88;0
25/01/2021;149.27;146.38;151.0
26/01/2021;149.72;146.89;151.0
27/01/2021;150.16;147.38;149.0
28/01/2021;150.65;147.9;149.0
29/01/2021;150.52;147.88;148.0
30/01/2021;150.52;147.88;0
31/01/2021;150.52;147.88;0
01/02/2021;150.99;148.33;148.0
02/02/2021;151.46;148.83;148.0
03/02/2021;151.79;149.34;148.0
04/02/2021;152.27;149.84;145.0
05/02/2021;147.14;149.6;146.0
06/02/2021;147.14;149.6;0
07/02/2021;147.14;149.6;0
08/02/2021;147.14;149.6;146.0
09/02/2021;152.36;150;147.0
10/02/2021;152.14;149.75;146.0
11/02/2021;152.16;148.34;144.0
12/02/2021;151.61;147.65;145.0
13/02/2021;151.61;147.65;0
14/02/2021;151.61;147.65;0
15/02/2021;151.61;147.65;0
16/02/2021;151.61;147.65;0
17/02/2021;147.93;143.47;144.0
18/02/2021;145.82;141.77;148.0
19/02/2021;144.19;140.65;142.0
20/02/2021;144.19;140.65;0
21/02/2021;144.19;140.65;0
22/02/2021;142.51;138.79;142.0
23/02/2021;143.47;139.86;141.0
24/02/2021;144.46;140.94;140.0
25/02/2021;145.43;141.92;138.0
26/02/2021;145.32;141.92;141.0
27/02/2021;145.32;141.92;0
28/02/2021;145.32;141.92;0
01/03/2021;146.31;143.8;141.0
02/03/2021;147.31;146.13;140.0
03/03/2021;148.28;146.11;140.0
04/03/2021;147.25;145.11;139.0
05/03/2021;147.73;145.87;139.0
06/03/2021;147.73;145.87;0
07/03/2021;147.73;145.87;0
08/03/2021;147.73;145.87;139.0
09/03/2021;144.73;145.39;139.0
10/03/2021;148.92;144.43;138.0
11/03/2021;149.08;144.3;135.0
12/03/2021;148.78;144.84;137.0
13/03/2021;148.78;144.84;0
14/03/2021;148.78;144.84;0
15/03/2021;149.25;144.59;141.0
16/03/2021;149.24;144.6;139.0
17/03/2021;149.45;145.28;139.0
18/03/2021;149.68;144.71;139.0
19/03/2021;149.75;144;139.0
20/03/2021;149.75;144;0
21/03/2021;149.75;144;0
22/03/2021;148.91;143.15;139.0
23/03/2021;148.77;142.78;138.0
24/03/2021;148.77;142.78;0
25/03/2021;147.88;141.19;138.0
26/03/2021;146.01;138.45;137.0
27/03/2021;146.01;138.45;0
28/03/2021;146.01;138.45;0
29/03/2021;146.28;138.48;137.0
30/03/2021;146.5;140.39;136.0
31/03/2021;147.16;142.19;136.0
01/04/2021;147.16;142.19;0
02/04/2021;147.16;142.19;0
03/04/2021;147.16;142.19;0
04/04/2021;147.16;142.19;0
05/04/2021;147.96;141.81;135.0
06/04/2021;148.51;143.66;135.0
07/04/2021;148.94;143.77;134.0
08/04/2021;149.4;144.66;135.0
09/04/2021;149.86;144.38;135.0
10/04/2021;149.86;144.38;0
11/04/2021;149.86;144.38;0
12/04/2021;150.55;143.26;137.0
13/04/2021;150.76;142.79;137.0
14/04/2021;151.19;143.8;138.0
15/04/2021;151.62;143.65;138.0
16/04/2021;151.98;143.71;137.0
17/04/2021;151.98;143.71;0
18/04/2021;151.98;143.71;0
19/04/2021;152.44;144.37;138.0
20/04/2021;153;145.94;138.0
21/04/2021;153.2;145.44;139.0
22/04/2021;152.01;145.5;142.0
23/04/2021;153.15;148.36;147.0
24/04/2021;153.15;148.36;0
25/04/2021;153.15;148.36;0
26/04/2021;153.67;150.27;153.0
27/04/2021;154.78;151.49;156.0
28/04/2021;155.09;151.8;157.0
29/04/2021;155.42;152.2;149.0
30/04/2021;155.64;152.19;145.0
01/05/2021;155.64;152.19;0
02/05/2021;155.64;152.19;0
03/05/2021;156.24;152.96;148.0
04/05/2021;156.63;153.33;149.0
05/05/2021;157.05;153.82;146.0
06/05/2021;157.52;154.3;145.0
07/05/2021;158;154.4;145.0
08/05/2021;158;154.4;0
09/05/2021;158;154.4;0
10/05/2021;158.47;153.95;147.0
11/05/2021;157.93;153.16;146.0
12/05/2021;158.36;153.21;147.0
13/05/2021;158.67;153.71;146.0
14/05/2021;159.16;154.17;148.0
15/05/2021;159.16;154.17;0
16/05/2021;159.16;154.17;0
17/05/2021;159.66;154.65;148.0
18/05/2021;159.66;154.65;151.0
19/05/2021;161.17;156.49;150.0
20/05/2021;161.87;157.22;149.0
21/05/2021;162.87;158.37;148.0
22/05/2021;162.87;158.37;0
23/05/2021;162.87;158.37;0
24/05/2021;162.87;158.37;148.0
25/05/2021;162.87;158.37;0
26/05/2021;163.83;158.05;150.0
27/05/2021;164.53;158.72;152.0
28/05/2021;165.1;159.49;152.0
29/05/2021;165.1;159.49;0
30/05/2021;165.1;159.49;0
31/05/2021;165.72;160.23;152.0
01/06/2021;166.33;160.96;150.0
02/06/2021;167.05;161.71;151.0
03/06/2021;166.65;161.33;151.0
04/06/2021;166.2;160.86;152.0
05/06/2021;166.2;160.86;0
06/06/2021;166.2;160.86;0
07/06/2021;165.91;160.55;152.0
08/06/2021;165.63;160.48;151.0
09/06/2021;165.39;159.68;151.0
10/06/2021;165.03;159.07;152.0
11/06/2021;164.76;158.09;153.0
12/06/2021;164.76;158.09;0
13/06/2021;164.76;158.09;0
14/06/2021;164.39;157.95;153.0
15/06/2021;164.25;158.72;155.0
16/06/2021;164.08;159.19;158.0
17/06/2021;164.03;160.41;158.0
18/06/2021;164.02;159.84;159.0
19/06/2021;164.02;159.84;0
20/06/2021;164.02;159.84;0
21/06/2021;164.02;159.84;0
22/06/2021;163.98;160.63;160.0
23/06/2021;163.97;160.92;161.0
24/06/2021;163.94;162.03;165.0
25/06/2021;164.9;163.53;169.0
26/06/2021;164.9;163.53;0
27/06/2021;164.9;163.53;0
28/06/2021;164.86;162.78;168.0
29/06/2021;165.69;163.75;165.0
30/06/2021;165.92;163.57;163.0
01/07/2021;166.41;165.77;164.0
02/07/2021;166.4;166.35;165.0
03/07/2021;166.4;166.35;0
04/07/2021;166.4;166.35;0
05/07/2021;166.6;166.45;166.0
06/07/2021;166.82;165.98;166.0
07/07/2021;167.04;166.2;167.0
08/07/2021;167.26;166.42;169.0
09/07/2021;167.26;166.42;0
10/07/2021;167.26;166.42;0
11/07/2021;167.26;166.42;0
12/07/2021;166.73;166.05;172.0
13/07/2021;166.24;165.38;171.0
14/07/2021;166.24;165.29;172.0
15/07/2021;166.2;165.26;173.0
16/07/2021;166.16;165.5;174.0
17/07/2021;166.16;165.5;0
18/07/2021;166.16;165.5;0
19/07/2021;166.16;165.79;175.0
20/07/2021;166.48;166.07;177.0
21/07/2021;166.71;166.3;177.5
22/07/2021;166.94;166.39;179.5
23/07/2021;167.17;166.48;179.5
24/07/2021;167.17;166.48;0
25/07/2021;167.17;166.48;0
26/07/2021;167.51;166.81;180.0
27/07/2021;168.06;167.36;178.0
28/07/2021;168.6;167.9;175.0
29/07/2021;168.6;167.9;175.0
30/07/2021;168.85;168.19;175.5
31/07/2021;168.85;168.19;0
01/08/2021;168.85;168.19;0
02/08/2021;169.33;168.67;175.5
03/08/2021;170.14;169.57;175.5
04/08/2021;170.25;169.73;175.5
05/08/2021;170.47;169.93;175.5
06/08/2021;170.58;170.09;173.5
07/08/2021;170.58;170.09;0
08/08/2021;170.58;170.09;0
09/08/2021;170.97;169.94;174.0
10/08/2021;171.03;169.87;173.0
11/08/2021;171.13;170.03;173.0
12/08/2021;171.2;169.62;173.5
13/08/2021;165.31;169.45;177.0
14/08/2021;165.31;169.45;0
15/08/2021;165.31;169.45;0
16/08/2021;165.31;169.45;0
17/08/2021;167.27;169.41;178.0
18/08/2021;168.01;169.39;177.0
19/08/2021;168.64;169.36;176.5
20/08/2021;169.27;169.32;177.0
21/08/2021;169.27;169.32;0
22/08/2021;169.27;169.32;0
23/08/2021;167.55;169.46;177.0
24/08/2021;169.38;169.43;177.0
25/08/2021;169.62;169.66;176.5
26/08/2021;169.86;169.96;176.5
27/08/2021;169.87;169.97;177.0
28/08/2021;169.87;169.97;0
29/08/2021;169.87;169.97;0
30/08/2021;170.12;169.98;177.0
31/08/2021;170.4;170.26;177.0
01/09/2021;170.56;170.42;175.5
02/09/2021;170.72;170.58;176.0
03/09/2021;170.71;170.58;177.0
04/09/2021;170.71;170.58;0
05/09/2021;170.71;170.58;0
06/09/2021;170.95;170.82;178.0
07/09/2021;171.34;171.2;179.5
08/09/2021;170.82;170.68;183.0
09/09/2021;170.8;170.67;182.5
10/09/2021;170.78;170.65;181.0
11/09/2021;170.78;170.65;0
12/09/2021;170.78;170.65;0
13/09/2021;171.17;171.04;177.0
14/09/2021;171.57;171.44;178.5
15/09/2021;171.96;171.83;181.0
16/09/2021;172.45;172.32;182.0
17/09/2021;172.58;172.44;181.0
18/09/2021;172.58;172.44;0
19/09/2021;172.58;172.44;0
20/09/2021;172.81;172.68;180.0
21/09/2021;172.81;172.67;180.0
22/09/2021;173.13;172.99;181.0
23/09/2021;173.42;173.33;181.0
24/09/2021;173.51;173.42;182.0
25/09/2021;173.51;173.42;0
26/09/2021;173.51;173.42;0
27/09/2021;174.02;173.92;182.5
28/09/2021;174.5;174.41;183.0
29/09/2021;174.74;174.64;183.0
30/09/2021;175.12;175.03;182.0
01/10/2021;175.57;175.47;182.0
02/10/2021;175.57;175.47;0
03/10/2021;175.57;175.47;0
04/10/2021;175.98;175.89;181.0
05/10/2021;176.44;176.34;181.0
06/10/2021;176.43;176.33;181.5
07/10/2021;176.55;176.45;180.5
08/10/2021;176.55;176.45;0
09/10/2021;176.55;176.45;0
10/10/2021;176.55;176.45;0
11/10/2021;176.55;176.45;0
12/10/2021;176.87;176.78;181.0
13/10/2021;177.2;177.1;181.0
14/10/2021;177.53;177.43;181.5
15/10/2021;177.77;177.68;182.5
16/10/2021;177.77;177.68;0
17/10/2021;177.77;177.68;0
18/10/2021;178.12;178.02;181.5
19/10/2021;178.46;178.36;183.0
20/10/2021;178.7;178.6;184.0
21/10/2021;178.93;178.83;187.0
22/10/2021;179.33;179.23;191.0
23/10/2021;179.33;179.23;0
24/10/2021;179.33;179.23;0
25/10/2021;179.33;179.23;190.0
26/10/2021;179.34;179.24;192.0
27/10/2021;179.33;179.23;193.0
28/10/2021;179.33;179.23;194.0
29/10/2021;179.32;179.22;193.5
30/10/2021;179.32;179.22;0
31/10/2021;179.32;179.22;0
01/11/2021;179.32;179.22;192.5
02/11/2021;179.42;179.32;193.5
03/11/2021;180.17;180.07;195.0
04/11/2021;180.66;180.56;195.0
05/11/2021;181.36;181.26;195.0
06/11/2021;181.36;181.26;0
07/11/2021;181.36;181.26;0
08/11/2021;181.96;181.86;195.0
09/11/2021;182.56;182.46;195.5
10/11/2021;182.85;182.74;201.0
11/11/2021;183.33;183.23;202.5
12/11/2021;184.08;183.98;196.0
13/11/2021;184.08;183.98;0
14/11/2021;184.08;183.98;0
15/11/2021;189.04;188.78;195.5
16/11/2021;204.92;200.3;196.5
17/11/2021;208.78;200;197.5
18/11/2021;212.77;204.52;197.0
19/11/2021;213.57;203.03;197.5
20/11/2021;213.57;203.03;0
21/11/2021;213.57;203.03;0
22/11/2021;213.57;203.03;0
23/11/2021;218.25;205.82;197.0
24/11/2021;216.74;204.88;196.5
25/11/2021;215.82;203.55;197.0
26/11/2021;211.75;200.17;197.0
27/11/2021;211.75;200.17;0
28/11/2021;211.75;200.17;0
29/11/2021;215.64;196.94;197.0
30/11/2021;214.15;200.72;197.5
01/12/2021;223.99;200.6;196.5
02/12/2021;214.98;203.33;196.5
03/12/2021;219.17;203.25;196.5
04/12/2021;219.17;203.25;0
05/12/2021;219.17;203.25;0
06/12/2021;219.25;201.96;195.0
07/12/2021;222.71;198.1;194.0
08/12/2021;222.71;198.1;0
09/12/2021;211.49;195.98;192.0
10/12/2021;206.74;197.1;192.5
11/12/2021;206.74;197.1;0
12/12/2021;206.74;197.1;0
13/12/2021;205.17;195.55;191.5
14/12/2021;203.33;194.39;192.5
